City,Cloudiness,Country,Country Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kaputa,0,ZM,1552905217,51,-8.47,29.66,85.85,0.98
Turukhansk,36,RU,1552905465,69,65.8,87.96,1.7,2.89
Belyy Yar,40,RU,1552903200,42,53.6,91.39,28.4,11.18
Emerald,20,AU,1552905238,62,-23.53,148.16,84.2,5.82
Salym,80,RU,1552905465,64,60.06,71.48,29.87,4.85
Kodinsk,0,RU,1552905466,68,58.6,99.18,20.06,3.0
Alghero,0,IT,1552905424,54,40.56,8.32,57.2,14.99
Naze,75,NG,1552903200,74,5.43,7.07,87.8,4.7
Brae,20,GB,1552904400,56,60.4,-1.35,42.8,6.93
Karratha,0,AU,1552905467,55,-20.74,116.85,84.5,1.99
Ihlow,75,DE,1552905402,65,52.62,14.07,46.0,24.16
Dumas,0,IN,1552905000,20,21.09,72.71,95.0,6.93
Bolshoye Selo,76,RU,1552905468,89,57.72,38.93,38.51,17.65
Ossora,76,RU,1552905468,88,59.24,163.07,3.86,4.56
Antofagasta,0,CL,1552903200,77,-23.65,-70.4,59.0,4.7
Lerwick,20,GB,1552904400,52,60.15,-1.15,42.8,5.82
Goba,0,ET,1552905469,30,7.01,39.97,77.66,6.91
Ban Nahin,24,LA,1552905469,92,18.24,104.21,70.73,2.55
Sangar,0,RU,1552905470,70,63.92,127.47,-10.64,4.12
Troitskoye,0,RU,1552905470,79,52.98,84.68,19.88,3.0
Porto Novo,75,BR,1552903200,100,-23.68,-45.44,71.6,2.89
Medvedok,76,RU,1552905471,95,57.39,50.04,33.29,7.81
Sabang,48,PH,1552905471,86,13.72,123.58,79.37,10.78
Nizwa,0,OM,1552905471,22,22.93,57.53,88.37,12.28
Bourail,20,NC,1552905472,91,-21.57,165.5,73.97,3.56
Sotouboua,24,TG,1552905472,58,8.56,0.98,94.67,3.89
Salta,40,AR,1552903200,93,-24.79,-65.41,62.6,2.84
Chivilcoy,0,AR,1552905473,76,-34.9,-60.02,69.29,8.59
Nhulunbuy,8,AU,1552903200,74,-12.18,136.78,84.2,5.82
Itaberaba,56,BR,1552905473,73,-12.52,-40.31,80.72,5.01
Naqadeh,12,IR,1552905473,91,36.96,45.39,39.86,2.28
Katsuura,75,JP,1552904472,71,33.93,134.5,53.6,12.75
Harnosand,90,SE,1552905319,92,62.63,17.94,35.01,11.41
Sao Filipe,0,CV,1552905474,90,14.9,-24.5,72.62,13.96
Iquitos,0,PE,1552903200,100,-3.75,-73.25,75.2,2.24
Doka,0,SD,1552905475,17,13.52,35.76,103.49,8.59
Suicheng,0,CN,1552905475,50,33.9,117.93,56.69,10.16
Khipro,12,PK,1552905535,33,25.83,69.38,87.02,6.64
Santa Ines,75,EC,1552905001,93,-0.82,-78.63,48.0,2.24
Mangan,32,IN,1552905536,79,27.5,88.54,26.09,1.39
Lensk,24,RU,1552905537,70,60.71,114.91,5.93,3.11
Upata,24,VE,1552905537,75,8.02,-62.41,74.51,6.91
Alofi,68,NU,1552903200,88,-19.06,-169.92,77.0,3.36
Chara,0,GR,1552905207,48,39.42,22.43,66.99,4.12
Lagoa,0,PT,1552905427,54,37.14,-8.45,64.0,4.7
Farafangana,76,MG,1552905538,81,-22.82,47.83,85.13,15.64
Tautira,40,PF,1552905186,83,-17.73,-149.15,80.6,3.36
Abu Dhabi,0,AE,1552903200,31,24.47,54.37,75.2,16.11
Karabulak,32,KZ,1552905539,83,44.91,78.49,39.95,5.86
Kupang,75,ID,1552903200,74,-10.16,123.6,82.4,11.41
Oksfjord,20,NO,1552905306,67,70.24,22.35,28.4,23.04
Xai-Xai,0,MZ,1552905539,72,-25.04,33.64,88.19,6.02
Ketchikan,1,US,1552902960,93,55.34,-131.65,53.6,8.05
Ewa Beach,20,US,1552905433,63,21.32,-158.01,69.8,4.7
Zeya,0,RU,1552905541,44,53.74,127.27,20.42,6.13
Pangai,88,TO,1552905541,100,-19.8,-174.35,79.82,5.12
Ourinhos,8,BR,1552905541,78,-22.98,-49.87,79.37,6.24
Popondetta,92,PG,1552905541,98,-8.77,148.24,68.84,1.05
Port Hawkesbury,1,CA,1552905358,61,45.62,-61.36,19.99,9.17
Ndjole,48,GA,1552905542,74,-0.18,10.76,87.65,4.85
Ixtapa,75,MX,1552905314,100,20.71,-105.21,73.0,6.93
Hohhot,0,CN,1552903200,14,40.81,111.65,59.0,13.42
Santa Marta,8,CO,1552905242,75,11.24,-74.21,80.01,18.99
Tsumeb,0,NA,1552905543,25,-19.25,17.72,95.39,6.13
Umm Lajj,0,SA,1552905543,47,25.02,37.27,83.42,3.11
Susanville,1,US,1552905478,71,40.42,-120.65,32.0,4.7
Auki,20,NG,1552905544,20,12.18,6.51,95.57,15.08
Killybegs,0,IE,1552905423,87,54.63,-8.45,48.2,13.87
Abnub,0,EG,1552899600,49,27.27,31.15,68.0,13.87
Eirunepe,20,BR,1552905545,95,-6.66,-69.87,75.95,2.77
Parrita,20,CR,1552905311,68,9.52,-84.33,68.0,169.11
Gweru,0,ZW,1552905545,55,-19.46,29.82,81.17,14.07
Saint-Joseph,0,FR,1552905480,81,43.56,6.97,59.0,3.36
Lodja,36,CD,1552905546,80,-3.52,23.6,83.69,2.73
Krivosheino,80,RU,1552905546,85,57.34,83.93,25.19,5.64
Warri,0,NG,1552905547,72,5.52,5.75,93.23,8.32
Santa Rosa,0,AR,1552905549,42,-36.62,-64.29,61.46,13.96
Vostochnyy,75,RU,1552903200,96,55.82,37.87,41.0,11.18
Zabol,40,IR,1552903200,20,31.03,61.49,82.4,24.16
Honiara,36,SB,1552905550,100,-9.43,159.96,74.15,1.77
Morehead,1,US,1552905158,92,38.18,-83.43,33.8,2.51
Ishigaki,75,JP,1552904220,94,24.34,124.16,71.6,2.24
Kittery,75,US,1552905304,49,43.09,-70.74,27.0,3.36
Port Augusta,12,AU,1552905173,68,-32.49,137.76,79.0,17.22
Wernigerode,75,DE,1552905544,70,51.83,10.79,48.0,19.46
Nantucket,1,US,1552905305,50,41.28,-70.1,30.0,5.82
Belmonte,0,PT,1552905162,54,40.36,-7.35,51.01,11.99
Polis,75,CY,1552905082,77,35.04,32.42,66.2,5.82
Touros,75,BR,1552903200,100,-5.2,-35.46,75.2,2.24
Onega,68,RU,1552905612,86,63.91,38.09,35.0,17.09
Ahipara,36,NZ,1552905613,99,-35.17,173.16,63.98,6.08
Inhambane,20,MZ,1552905613,75,-23.87,35.38,85.22,12.68
Bethanien,0,NA,1552905613,11,-26.5,17.16,98.0,4.0
Mecca,0,SA,1552905433,40,21.43,39.83,86.57,5.57
Taltal,0,CL,1552905613,87,-25.41,-70.49,56.69,2.39
Kathmandu,75,NP,1552904400,45,27.71,85.32,62.6,6.93
Manacapuru,0,BR,1552903200,88,-3.3,-60.62,77.0,2.24
Brzeg Dolny,40,PL,1552905559,49,51.27,16.72,51.01,17.22
Santo Anastacio,0,BR,1552905614,74,-21.84,-51.61,82.88,4.56
Evanston,1,US,1552905366,86,42.04,-87.69,30.2,4.7
Mitha Tiwana,44,PK,1552905615,30,32.24,72.11,79.28,7.25
Deputatskiy,12,RU,1552905615,44,69.3,139.9,-29.18,2.89
Greenville,1,US,1552905317,74,34.85,-82.4,44.01,9.1
Road Town,90,VG,1552905208,69,18.42,-64.62,77.0,12.75
Haicheng,0,CN,1552905616,38,40.85,122.74,53.72,11.39
Srednekolymsk,20,RU,1552905616,57,67.46,153.71,-19.82,3.22
Karak,0,JO,1552903200,55,31.18,35.7,60.8,5.82
Mindelo,0,PT,1552905485,57,41.31,-8.72,57.99,11.41
Havelock,90,US,1552905419,93,34.88,-76.9,45.0,7.87
Ifanadiana,64,MG,1552905618,75,-21.3,47.64,78.74,4.34
Buchanan,80,LR,1552905619,91,5.88,-10.05,83.33,5.53
Mount Vernon,1,US,1552905618,86,48.42,-122.33,48.0,4.7
Juneau,90,US,1552905018,76,58.3,-134.42,51.8,17.22
Peleduy,0,RU,1552905620,68,59.63,112.75,6.56,2.55
Cerrito,32,CO,1552905620,81,6.84,-72.7,46.79,1.72
Poum,0,MK,1552903200,44,41.28,20.71,57.2,2.24
Dong Hoi,92,VN,1552905345,97,17.48,106.6,76.49,8.14
Ler,75,NO,1552905601,74,63.2,10.3,37.4,13.87
Boundiali,0,CI,1552905621,33,9.53,-6.48,98.27,7.43
Ovalle,8,CL,1552905621,92,-30.6,-71.2,57.05,1.83
Leh,32,IN,1552905621,86,34.16,77.58,8.45,1.72
Milkovo,0,BG,1552905485,42,41.53,24.68,66.2,4.7
Ust-Kuyga,8,RU,1552905622,0,70.0,135.55,-30.62,3.06
Bay Roberts,75,CA,1552905511,68,47.58,-53.28,26.01,10.29
Navalmoral de la Mata,0,ES,1552905622,40,39.89,-5.54,54.8,12.8
Umtata,40,ZA,1552903200,61,-31.59,28.78,78.8,3.36
Zyryanka,36,RU,1552905623,40,65.73,150.89,-12.71,5.64
Praya,75,ID,1552905000,83,-8.71,116.27,82.4,3.36
Marshall,1,US,1552905307,86,39.39,-87.69,30.2,6.93
Smithers,1,CA,1552903200,92,54.78,-127.17,28.4,1.88
Santa Cruz Cabralia,0,BR,1552903200,83,-16.28,-39.02,77.0,5.82
Nishihara,75,JP,1552905603,58,35.74,139.53,57.0,18.34
Felanitx,40,ES,1552905141,62,39.47,3.15,59.0,12.75
Mitsamiouli,40,KM,1552903200,66,-11.38,43.28,89.6,9.17
Berdigestyakh,36,RU,1552905603,62,62.1,126.7,-3.62,4.29
Honningsvag,75,NO,1552904400,58,70.98,25.97,28.4,19.46
Redlands,1,US,1552905605,50,34.06,-117.19,60.8,2.21
Leningradskiy,64,RU,1552905566,89,69.38,178.42,1.16,28.95
Preobrazheniye,0,RU,1552905626,74,42.9,133.91,25.73,1.88
Isla Mujeres,75,MX,1552905185,94,21.23,-86.73,71.6,1.88
Mopti,0,ML,1552905626,30,14.49,-4.19,97.82,7.36
San Juan,20,PH,1552905485,62,14.6,121.03,84.2,13.87
Eyl,0,SO,1552905688,76,7.98,49.82,83.87,12.39
Kenai,90,US,1552905664,74,60.55,-151.26,37.99,4.7
Amazar,68,RU,1552905688,48,53.86,120.88,21.5,4.34
Filimonovo,48,RU,1552905473,67,54.21,39.6,39.0,4.0
Barcelona,20,ES,1552905544,44,41.38,2.18,60.01,2.24
Zaltan,0,LY,1552905689,57,32.95,11.87,73.25,3.29
La Ronge,5,CA,1552903200,69,55.1,-105.3,35.6,9.17
Bull Savanna,0,JM,1552905689,89,17.89,-77.59,64.7,2.84
Kihei,8,US,1552905641,58,20.76,-156.45,64.99,4.0
